Area Code,Cogs,DifferenceBetweenActualandTargetProfit,Date,Inventory Margin,Gross profit,Market_size,Market,Marketing,Product_line,Product_type,Product,Profit,Sales,State,Target_cogs,Target_margin,Target_profit,Target_sales ,Total_expenses,Type,Closing Balance,Ending Inventory,Beginning Inventory,Net Margin
541,52,-20,2013/10/22,405,79,Small Market,West,17,Beans,Espresso,I,40,131,OR,30,70,60,100,44,Regular,6701,484,516,31%
425,56,-26,2013/10/23,385,78,Small Market,West,21,Beans,Espresso,I,24,134,WA,40,70,50,110,54,Regular,6625,477,484,18%
580,56,-26,2013/10/24,385,78,Small Market,South,21,Leaves,Herbal Tea,K,24,134,OK,40,70,50,110,54,Decaf,6572,454,477,18%
435,45,-26,2013/10/25,447,76,Small Market,West,14,Leaves,Herbal Tea,A,34,121,UT,20,70,60,90,46,Decaf,6484,468,454,28%
614,52,-14,2013/10/26,509,81,Major Market,Central,47,Beans,Coffee,F,-4,133,OH,50,70,10,120,76,Decaf,6589,468,468,-3%
234,46,7,2013/10/27,424,75,Major Market,Central,14,Beans,Coffee,H,47,121,OH,40,70,40,110,36,Regular,6676,472,468,39%
970,52,-16,2013/10/28,509,81,Major Market,Central,47,Leaves,Herbal Tea,A,-6,133,CO,40,70,10,110,77,Decaf,6745,440,472,-5%
970,59,7,2013/10/29,411,88,Major Market,Central,19,Leaves,Herbal Tea,B,47,147,CO,50,70,40,120,47,Decaf,6664,416,440,32%
936,59,7,2013/10/30,411,88,Major Market,South,19,Leaves,Herbal Tea,K,47,147,TX,50,70,40,120,47,Decaf,6626,410,416,32%
914,50,20,2013/10/31,589,81,Major Market,East,14,Leaves,Tea,D,70,131,NY,50,70,50,120,26,Regular,6665,414,410,53%
203,53,-1,2013/11/1,380,79,Small Market,East,17,Beans,Espresso,E,39,132,CT,50,70,40,120,45,Decaf,6768,415,414,30%
435,54,27,2013/11/2,885,87,Small Market,West,15,Beans,Espresso,E,77,141,UT,50,70,50,120,26,Decaf,6831,419,415,55%
505,43,0,2013/11/3,452,73,Small Market,South,14,Beans,Coffee,H,30,116,NM,50,70,30,120,46,Regular,6907,417,419,26%
318,61,-9,2013/11/4,-906,96,Small Market,South,55,Beans,Espresso,J,1,157,LA,40,70,10,110,85,Regular,6880,401,417,1%
503,55,-6,2013/11/5,410,77,Small Market,West,20,Beans,Espresso,J,24,132,OR,50,70,30,120,53,Regular,6926,392,401,18%
475,82,26,2013/11/6,601,114,Small Market,East,31,Leaves,Herbal Tea,A,56,196,CT,60,70,30,130,64,Decaf,7000,370,392,29%
715,61,3,2013/11/7,613,96,Small Market,Central,55,Leaves,Tea,M,3,157,WI,50,70,0,120,84,Regular,7057,357,370,2%
509,53,23,2013/11/8,321,97,Small Market,West,16,Leaves,Tea,C,73,150,WA,30,70,50,100,39,Regular,7009,357,357,49%
513,47,-19,2013/11/9,521,72,Major Market,Central,42,Beans,Coffee,F,-9,119,OH,40,70,10,110,71,Decaf,7084,354,357,-8%
234,54,3,2013/11/10,424,81,Major Market,Central,17,Beans,Coffee,G,43,135,OH,50,70,40,120,44,Regular,7037,358,354,32%
361,67,40,2013/11/11,-1239,112,Major Market,South,22,Beans,Espresso,J,70,179,TX,50,70,30,120,54,Regular,7183,347,358,39%
630,54,29,2013/11/12,601,88,Major Market,Central,15,Leaves,Tea,C,79,142,IL,40,70,50,110,26,Regular,7236,334,347,56%
636,63,13,2013/11/13,1075,85,Small Market,Central,19,Beans,Coffee,F,53,148,MO,60,70,40,130,40,Decaf,7177,322,334,36%
203,49,-9,2013/11/14,392,72,Small Market,East,16,Beans,Espresso,E,31,121,CT,40,70,40,110,44,Decaf,7179,313,322,26%
435,50,20,2013/11/15,898,81,Small Market,West,14,Beans,Espresso,E,70,131,UT,40,70,50,110,26,Decaf,7127,316,313,53%
603,52,5,2013/11/16,327,83,Small Market,East,16,Beans,Coffee,G,55,135,NH,40,70,50,110,38,Regular,7227,309,316,41%
203,55,-13,2013/11/17,627,85,Small Market,East,49,Beans,Espresso,I,-3,140,CT,50,70,10,120,78,Regular,7214,309,309,-2%
603,49,-16,2013/11/18,335,77,Small Market,East,44,Beans,Espresso,I,-6,126,NH,40,70,10,110,73,Regular,7239,304,309,-5%
541,41,-19,2013/11/19,482,63,Small Market,West,13,Beans,Coffee,H,1,104,OR,40,70,20,110,56,Regular,7241,311,304,1%
503,54,2,2013/11/20,424,81,Small Market,West,17,Beans,Espresso,I,42,135,OR,50,70,40,120,45,Regular,7245,305,311,31%
405,65,13,2013/11/21,403,90,Small Market,South,24,Leaves,Herbal Tea,K,33,155,OK,60,70,20,130,58,Decaf,7301,288,305,21%
435,52,13,2013/11/22,327,83,Small Market,West,16,Leaves,Herbal Tea,K,53,135,UT,40,70,40,110,39,Decaf,7338,279,288,39%
435,48,2,2013/11/23,462,82,Small Market,West,15,Leaves,Herbal Tea,A,42,130,UT,40,70,40,110,46,Decaf,7359,281,279,32%
425,49,18,2013/11/24,845,79,Small Market,West,13,Leaves,Herbal Tea,A,68,128,WA,40,70,50,110,25,Decaf,7417,277,281,53%
959,50,20,2013/11/25,898,81,Small Market,East,14,Leaves,Tea,C,70,131,CT,50,70,50,120,26,Regular,7447,280,277,53%
937,21,-14,2013/11/26,480,32,Major Market,Central,5,Leaves,Herbal Tea,K,16,53,OH,0,30,30,30,16,Decaf,7470,313,280,30%
513,27,-10,2013/11/27,859,39,Major Market,Central,7,Leaves,Herbal Tea,A,20,66,OH,10,30,30,40,19,Decaf,7496,326,313,30%
850,56,-4,2013/11/28,385,70,Major Market,East,21,Leaves,Herbal Tea,A,16,126,FL,30,30,20,60,54,Decaf,7422,326,326,13%
781,54,-7,2013/11/29,404,66,Major Market,East,20,Leaves,Herbal Tea,A,13,120,MA,30,30,20,60,53,Decaf,7513,330,326,11%
413,21,-15,2013/11/30,480,32,Major Market,East,5,Leaves,Tea,D,15,53,MA,20,30,30,50,17,Regular,7419,363,330,28%
505,39,-6,2013/12/1,244,53,Small Market,South,12,Beans,Espresso,E,14,92,NM,20,30,20,50,39,Decaf,7384,368,363,15%
702,23,-13,2013/12/2,800,35,Small Market,West,6,Beans,Espresso,E,17,58,NV,10,30,30,40,18,Decaf,7402,395,368,29%
563,21,-15,2013/12/3,846,31,Small Market,Central,5,Beans,Coffee,G,15,52,IA,10,30,30,40,16,Regular,7373,427,395,29%
603,25,-22,2013/12/4,209,31,Small Market,East,9,Beans,Espresso,N,-12,56,NH,10,30,10,40,43,Regular,7295,460,427,-21%
405,21,-15,2013/12/5,480,32,Small Market,South,5,Beans,Espresso,I,15,53,OK,0,30,30,30,17,Regular,7218,488,460,28%
702,0,2,2013/12/6,430,43,Small Market,West,0,Beans,Espresso,J,32,43,NV,0,30,30,30,11,Regular,7236,540,488,74%
603,34,-23,2013/12/7,240,43,Small Market,East,12,Leaves,Herbal Tea,A,-3,77,NH,10,30,20,40,46,Decaf,7279,549,540,-4%
505,21,-16,2013/12/8,846,31,Small Market,South,5,Leaves,Herbal Tea,K,14,52,NM,10,30,30,40,17,Decaf,7220,584,549,27%
971,25,-13,2013/12/9,820,36,Small Market,West,7,Leaves,Herbal Tea,K,17,61,OR,10,30,30,40,19,Decaf,7219,613,584,28%
314,34,-13,2013/12/10,240,43,Small Market,Central,12,Leaves,Tea,D,-3,77,MO,10,30,10,40,46,Regular,7215,622,613,-4%
603,21,-16,2013/12/11,846,31,Small Market,East,5,Leaves,Tea,C,14,52,NH,20,30,30,50,17,Regular,7222,656,622,27%
435,39,-6,2013/12/12,244,53,Small Market,West,12,Leaves,Tea,M,14,92,UT,10,30,20,40,39,Regular,7190,666,656,15%
360,46,1,2013/12/13,449,67,Small Market,West,14,Leaves,Tea,M,31,113,WA,20,30,30,50,36,Regular,7102,679,666,27%
775,22,-3,2013/12/14,802,34,Small Market,West,6,Beans,Espresso,E,17,56,NV,20,30,20,50,17,Decaf,7129,710,679,30%
505,34,6,2013/12/15,-522,42,Small Market,South,12,Beans,Espresso,J,-4,76,NM,20,30,-10,50,46,Regular,7173,728,710,-5%
253,22,-9,2013/12/16,570,30,Small Market,West,7,Beans,Espresso,J,11,52,WA,20,30,20,50,19,Regular,7150,750,728,21%
603,33,-4,2013/12/17,243,41,Small Market,East,12,Leaves,Herbal Tea,A,-4,74,NH,20,30,0,50,45,Decaf,7165,770,750,-5%
505,29,-5,2013/12/18,1003,35,Small Market,South,8,Leaves,Herbal Tea,A,5,64,NM,20,30,10,50,30,Decaf,7086,785,770,8%
503,25,-1,2013/12/19,823,38,Small Market,West,7,Leaves,Herbal Tea,K,19,63,OR,20,30,20,50,19,Decaf,7109,813,785,30%
603,15,-12,2013/12/20,848,24,Small Market,East,4,Leaves,Tea,C,8,39,NH,10,30,20,40,16,Regular,7097,853,813,21%
541,32,-2,2013/12/21,482,48,Small Market,West,8,Leaves,Tea,C,28,80,OR,20,30,30,50,20,Regular,7107,872,853,35%
435,35,-1,2013/12/22,248,47,Small Market,West,11,Leaves,Tea,M,9,82,UT,20,30,10,50,38,Regular,7063,891,872,11%
801,34,-3,2013/12/23,211,42,Small Market,West,12,Leaves,Tea,D,-3,76,UT,20,30,0,50,45,Regular,7003,914,891,-4%
772,24,-8,2013/12/24,567,32,Major Market,East,7,Leaves,Herbal Tea,K,12,56,FL,10,30,20,40,20,Decaf,6903,943,914,21%
505,38,12,2013/12/25,256,51,Small Market,South,12,Beans,Espresso,E,12,89,NM,30,30,0,60,39,Decaf,6881,959,943,13%
702,23,-3,2013/12/26,807,35,Small Market,West,6,Beans,Espresso,E,17,58,NV,20,30,20,50,18,Decaf,6786,980,959,29%
641,16,-10,2013/12/27,851,25,Small Market,Central,4,Beans,Coffee,G,10,41,IA,10,30,20,40,15,Regular,6801,1017,980,24%
563,31,-2,2013/12/28,1009,38,Small Market,Central,9,Beans,Coffee,H,8,69,IA,30,30,10,60,30,Regular,6768,1030,1017,12%
603,20,-16,2013/12/29,218,25,Small Market,East,7,Beans,Espresso,N,-16,45,NH,10,30,0,40,41,Regular,6705,1064,1030,-36%
580,29,4,2013/12/30,490,44,Small Market,South,8,Beans,Espresso,I,24,73,OK,20,30,20,50,20,Regular,6659,1077,1064,33%
253,24,-7,2013/12/31,567,32,Small Market,West,7,Beans,Espresso,J,13,56,WA,20,30,20,50,19,Regular,6594,1103,1077,23%
541,24,-1,2014/1/1,829,36,Small Market,West,6,Leaves,Herbal Tea,K,19,60,OR,20,30,20,50,17,Decaf,6561,1123,1103,32%
603,16,-10,2014/1/2,851,25,Small Market,East,4,Leaves,Tea,C,10,41,NH,10,30,20,40,15,Regular,6561,1149,1123,24%
971,29,-5,2014/1/3,490,44,Small Market,West,8,Leaves,Tea,C,25,73,OR,20,30,30,50,19,Regular,6486,1161,1149,34%
937,21,-6,2014/1/4,480,35,Major Market,Central,5,Leaves,Herbal Tea,K,24,56,OH,0,30,30,30,16,Decaf,6460,1180,1161,43%
937,27,0,2014/1/5,859,43,Major Market,Central,7,Leaves,Herbal Tea,A,30,70,OH,10,30,30,40,19,Decaf,6473,1210,1180,43%
786,56,4,2014/1/6,385,78,Major Market,East,21,Leaves,Herbal Tea,A,24,134,FL,30,30,20,60,54,Decaf,6416,1195,1210,18%
339,54,-1,2014/1/7,404,74,Major Market,East,20,Leaves,Herbal Tea,A,19,128,MA,30,30,20,60,53,Decaf,6392,1185,1195,15%
781,21,-8,2014/1/8,480,35,Major Market,East,5,Leaves,Tea,D,22,56,MA,20,30,30,50,17,Regular,6400,1224,1185,39%
505,39,1,2014/1/9,244,59,Small Market,South,12,Beans,Espresso,E,21,98,NM,20,30,20,50,39,Decaf,6300,1236,1224,21%
775,23,-5,2014/1/10,800,39,Small Market,West,6,Beans,Espresso,E,25,62,NV,10,30,30,40,18,Decaf,6260,1259,1236,40%
515,21,-8,2014/1/11,846,34,Small Market,Central,5,Beans,Coffee,G,22,55,IA,10,30,30,40,16,Regular,6216,1292,1259,40%
603,25,-28,2014/1/12,209,35,Small Market,East,9,Beans,Espresso,N,-18,60,NH,10,30,10,40,43,Regular,6136,1312,1292,-30%
580,21,-8,2014/1/13,480,35,Small Market,South,5,Beans,Espresso,I,22,56,OK,0,30,30,30,17,Regular,6039,1335,1312,39%
702,0,17,2014/1/14,430,46,Small Market,West,0,Beans,Espresso,J,47,46,NV,0,30,30,30,11,Regular,6009,1381,1335,102%
603,34,-24,2014/1/15,240,48,Small Market,East,12,Leaves,Herbal Tea,A,-4,82,NH,10,30,20,40,46,Decaf,6050,1405,1381,-5%
505,21,-9,2014/1/16,846,34,Small Market,South,5,Leaves,Herbal Tea,K,21,55,NM,10,30,30,40,17,Decaf,5953,1430,1405,38%
971,25,-5,2014/1/17,820,40,Small Market,West,7,Leaves,Herbal Tea,K,25,65,OR,10,30,30,40,19,Decaf,5900,1463,1430,38%
314,34,-14,2014/1/18,240,48,Small Market,Central,12,Leaves,Tea,D,-4,82,MO,10,30,10,40,46,Regular,5949,1478,1463,-5%
603,21,-9,2014/1/19,846,34,Small Market,East,5,Leaves,Tea,C,21,55,NH,20,30,30,50,17,Regular,5858,1498,1478,38%
435,39,1,2014/1/20,244,59,Small Market,West,12,Leaves,Tea,M,21,98,UT,10,30,20,40,39,Regular,5909,1515,1498,21%
509,46,16,2014/1/21,449,74,Small Market,West,14,Leaves,Tea,M,46,120,WA,20,30,30,50,36,Regular,5822,1516,1515,38%
775,22,5,2014/1/22,802,38,Small Market,West,6,Beans,Espresso,E,25,60,NV,20,30,20,50,17,Decaf,5764,1537,1516,42%
505,34,4,2014/1/23,-522,47,Small Market,South,12,Beans,Espresso,J,-6,81,NM,20,30,-10,50,46,Regular,5706,1548,1537,-7%
425,22,-4,2014/1/24,570,33,Small Market,West,7,Beans,Espresso,J,16,55,WA,20,30,20,50,19,Regular,5707,1573,1548,29%
603,33,-6,2014/1/25,243,46,Small Market,East,12,Leaves,Herbal Tea,A,-6,79,NH,20,30,0,50,45,Decaf,5633,1581,1573,-8%
505,29,-3,2014/1/26,1003,39,Small Market,South,8,Leaves,Herbal Tea,A,7,68,NM,20,30,10,50,30,Decaf,5559,1592,1581,10%
541,25,8,2014/1/27,823,42,Small Market,West,7,Leaves,Herbal Tea,K,28,67,OR,20,30,20,50,19,Decaf,5587,1623,1592,42%
603,15,-8,2014/1/28,848,27,Small Market,East,4,Leaves,Tea,C,12,42,NH,10,30,20,40,16,Regular,5495,1664,1623,29%
503,32,12,2014/1/29,482,53,Small Market,West,8,Leaves,Tea,C,42,85,OR,20,30,30,50,20,Regular,5546,1682,1664,49%
435,35,3,2014/1/30,248,52,Small Market,West,11,Leaves,Tea,M,13,87,UT,20,30,10,50,38,Regular,5553,1693,1682,15%
435,34,-4,2014/1/31,211,47,Small Market,West,12,Leaves,Tea,D,-4,81,UT,20,30,0,50,45,Regular,5494,1700,1693,-5%
904,24,-2,2014/2/1,567,36,Major Market,East,7,Leaves,Herbal Tea,K,18,60,FL,10,30,20,40,20,Decaf,5487,1735,1700,30%
505,38,18,2014/2/2,256,57,Small Market,South,12,Beans,Espresso,E,18,95,NM,30,30,0,60,39,Decaf,5451,1737,1735,19%
775,23,5,2014/2/3,807,39,Small Market,West,6,Beans,Espresso,E,25,62,NV,20,30,20,50,18,Decaf,5431,1768,1737,40%
563,16,-5,2014/2/4,851,28,Small Market,Central,4,Beans,Coffee,G,15,44,IA,10,30,20,40,15,Regular,5450,1812,1768,34%
641,31,2,2014/2/5,1009,43,Small Market,Central,9,Beans,Coffee,H,12,74,IA,30,30,10,60,30,Regular,5497,1835,1812,16%
603,20,-24,2014/2/6,218,28,Small Market,East,7,Beans,Espresso,N,-24,48,NH,10,30,0,40,41,Regular,5460,1861,1835,-50%
580,29,16,2014/2/7,490,49,Small Market,South,8,Beans,Espresso,I,36,78,OK,20,30,20,50,20,Regular,5435,1872,1861,46%
206,24,-1,2014/2/8,567,36,Small Market,West,7,Beans,Espresso,J,19,60,WA,20,30,20,50,19,Regular,5417,1888,1872,32%
503,24,8,2014/2/9,829,40,Small Market,West,6,Leaves,Herbal Tea,K,28,64,OR,20,30,20,50,17,Decaf,5400,1911,1888,44%
603,16,-5,2014/2/10,851,28,Small Market,East,4,Leaves,Tea,C,15,44,NH,10,30,20,40,15,Regular,5372,1939,1911,34%
541,29,7,2014/2/11,490,49,Small Market,West,8,Leaves,Tea,C,37,78,OR,20,30,30,50,19,Regular,5405,1964,1939,47%
915,76,-2,2014/2/12,580,111,Major Market,South,21,Beans,Espresso,E,78,187,TX,40,80,80,120,33,Decaf,5361,1937,1964,42%
713,52,-44,2014/2/13,405,71,Major Market,South,17,Leaves,Herbal Tea,K,26,123,TX,30,80,70,110,45,Decaf,5296,1936,1937,21%
217,76,-2,2014/2/14,580,111,Major Market,Central,21,Leaves,Tea,C,78,187,IL,50,80,80,130,33,Regular,5440,1900,1936,42%
847,72,5,2014/2/15,650,110,Major Market,Central,23,Leaves,Tea,M,55,182,IL,50,80,50,130,55,Regular,5355,1868,1900,30%
660,65,-35,2014/2/16,1053,77,Small Market,Central,20,Beans,Coffee,F,35,142,MO,50,80,70,130,42,Decaf,5350,1857,1868,25%
660,32,-52,2014/2/17,833,47,Small Market,Central,8,Beans,Espresso,E,28,79,MO,30,80,80,110,19,Decaf,5350,1867,1857,35%
405,82,5,2014/2/18,788,123,Small Market,South,27,Beans,Espresso,E,65,205,OK,50,80,60,130,58,Decaf,5526,1826,1867,32%
715,56,-35,2014/2/19,385,70,Small Market,Central,21,Beans,Coffee,G,15,126,WI,40,80,50,120,55,Regular,5500,1813,1826,12%
405,91,6,2014/2/20,-1785,127,Small Market,South,28,Beans,Espresso,J,76,218,OK,50,80,70,130,51,Regular,5460,1771,1813,35%
414,60,-23,2014/2/21,329,99,Small Market,Central,18,Leaves,Herbal Tea,K,57,159,WI,40,80,80,120,42,Decaf,5372,1758,1771,36%
419,55,-24,2014/2/22,410,69,Major Market,Central,20,Beans,Espresso,E,16,124,OH,70,80,40,150,53,Decaf,5435,1756,1758,13%
330,59,-17,2014/2/23,411,79,Major Market,Central,19,Beans,Coffee,G,33,138,OH,50,80,50,130,46,Regular,5410,1737,1756,24%
650,75,19,2014/2/24,659,114,Major Market,West,24,Leaves,Tea,D,59,189,CA,50,80,40,130,55,Regular,5366,1716,1737,31%
314,69,-2,2014/2/25,1060,81,Small Market,Central,21,Beans,Coffee,F,38,150,MO,60,80,40,140,43,Decaf,5408,1707,1716,25%
503,46,-18,2014/2/26,424,68,Small Market,West,14,Beans,Coffee,F,32,114,OR,50,80,50,130,36,Decaf,5371,1719,1707,28%
206,75,5,2014/2/27,1063,89,Small Market,West,23,Beans,Espresso,E,45,164,WA,70,80,40,150,44,Decaf,5478,1690,1719,27%
203,61,-8,2014/2/28,613,86,Small Market,East,55,Beans,Espresso,I,2,147,CT,60,80,10,140,84,Regular,5464,1681,1690,1%
225,47,-16,2014/3/1,834,68,Small Market,South,13,Beans,Coffee,H,44,115,LA,50,80,60,130,24,Regular,5434,1687,1681,38%
541,52,-14,2014/3/2,509,73,Small Market,West,47,Beans,Coffee,G,-4,125,OR,60,80,10,140,77,Regular,5337,1689,1687,-3%
435,53,-23,2014/3/3,380,71,Small Market,West,17,Beans,Coffee,H,27,124,UT,60,80,50,140,44,Regular,5405,1680,1689,22%
503,59,-17,2014/3/4,411,79,Small Market,West,19,Beans,Espresso,I,33,138,OR,50,80,50,130,46,Regular,5360,1666,1680,24%
920,53,-2,2014/3/5,321,88,Small Market,Central,16,Leaves,Herbal Tea,K,48,141,WI,50,80,50,130,40,Decaf,5354,1672,1666,34%
959,54,-9,2014/3/6,885,78,Small Market,East,15,Leaves,Tea,C,51,132,CT,50,80,60,130,27,Regular,5424,1670,1672,39%
740,46,-34,2014/3/7,422,57,Major Market,Central,17,Beans,Espresso,E,6,103,OH,50,80,40,130,51,Decaf,5328,1668,1670,6%
630,67,7,2014/3/8,677,101,Major Market,Central,22,Leaves,Tea,M,47,168,IL,50,80,40,130,54,Regular,5306,1650,1668,28%
518,54,-8,2014/3/9,601,79,Major Market,East,15,Leaves,Tea,D,52,133,NY,50,80,60,130,27,Regular,5216,1643,1650,39%
213,67,-3,2014/3/10,677,101,Major Market,West,22,Leaves,Tea,D,47,168,CA,40,80,50,120,54,Regular,5213,1630,1643,28%
503,41,-25,2014/3/11,435,60,Small Market,West,13,Beans,Coffee,F,25,101,OR,40,80,50,120,35,Decaf,5237,1646,1630,25%
715,65,-8,2014/3/12,403,80,Small Market,Central,24,Beans,Coffee,G,22,145,WI,60,80,30,140,58,Regular,5289,1636,1646,15%
503,47,-27,2014/3/13,521,65,Small Market,West,42,Beans,Coffee,G,-7,112,OR,50,80,20,130,72,Regular,5265,1642,1636,-6%
801,49,-29,2014/3/14,392,65,Small Market,West,16,Beans,Coffee,H,21,114,UT,50,80,50,130,44,Regular,5331,1634,1642,18%
509,65,-7,2014/3/15,403,80,Small Market,West,24,Beans,Espresso,I,23,145,WA,60,80,30,140,57,Regular,5251,1613,1634,16%
985,68,-4,2014/3/16,619,85,Small Market,South,25,Leaves,Herbal Tea,A,26,153,LA,60,80,30,140,59,Decaf,5268,1589,1613,17%
432,76,36,2014/3/17,580,123,Major Market,South,21,Beans,Espresso,E,116,199,TX,40,80,80,120,33,Decaf,5393,1568,1589,58%
325,52,-31,2014/3/18,405,79,Major Market,South,17,Leaves,Herbal Tea,K,39,131,TX,30,80,70,110,45,Decaf,5433,1559,1568,30%
815,76,36,2014/3/19,580,123,Major Market,Central,21,Leaves,Tea,C,116,199,IL,50,80,80,130,33,Regular,5556,1525,1559,58%
815,72,32,2014/3/20,650,122,Major Market,Central,23,Leaves,Tea,M,82,194,IL,50,80,50,130,55,Regular,5586,1504,1525,42%
636,65,-18,2014/3/21,1053,86,Small Market,Central,20,Beans,Coffee,F,52,151,MO,50,80,70,130,42,Decaf,5675,1499,1504,34%
417,32,-38,2014/3/22,833,52,Small Market,Central,8,Beans,Espresso,E,42,84,MO,30,80,80,110,19,Decaf,5591,1511,1499,50%
405,82,36,2014/3/23,788,136,Small Market,South,27,Beans,Espresso,E,96,218,OK,50,80,60,130,58,Decaf,5749,1475,1511,44%
414,56,-28,2014/3/24,385,78,Small Market,Central,21,Beans,Coffee,G,22,134,WI,40,80,50,120,55,Regular,5811,1466,1475,16%
405,91,43,2014/3/25,-1785,141,Small Market,South,28,Beans,Espresso,J,113,232,OK,50,80,70,130,51,Regular,5825,1435,1466,49%
715,60,5,2014/3/26,329,109,Small Market,Central,18,Leaves,Herbal Tea,K,85,169,WI,40,80,80,120,42,Decaf,5957,1420,1435,50%
937,55,-16,2014/3/27,410,77,Major Market,Central,20,Beans,Espresso,E,24,132,OH,70,80,40,150,53,Decaf,5942,1417,1420,18%
234,59,-1,2014/3/28,411,88,Major Market,Central,19,Beans,Coffee,G,49,147,OH,50,80,50,130,46,Regular,5988,1417,1417,33%
209,75,48,2014/3/29,659,126,Major Market,West,24,Leaves,Tea,D,88,201,CA,50,80,40,130,55,Regular,6039,1393,1417,44%
417,69,16,2014/3/30,1060,91,Small Market,Central,21,Beans,Coffee,F,56,160,MO,60,80,40,140,43,Decaf,5959,1378,1393,35%
503,46,-3,2014/3/31,424,75,Small Market,West,14,Beans,Coffee,F,47,121,OR,50,80,50,130,36,Decaf,5906,1382,1378,39%
425,75,27,2014/4/1,1063,100,Small Market,West,23,Beans,Espresso,E,67,175,WA,70,80,40,150,44,Decaf,5960,1347,1382,38%
475,61,-7,2014/4/2,613,96,Small Market,East,55,Beans,Espresso,I,3,157,CT,60,80,10,140,84,Regular,5994,1342,1347,2%
318,47,5,2014/4/3,834,76,Small Market,South,13,Beans,Coffee,H,65,123,LA,50,80,60,130,24,Regular,5977,1339,1342,53%
971,52,-16,2014/4/4,509,81,Small Market,West,47,Beans,Coffee,G,-6,133,OR,60,80,10,140,77,Regular,5957,1335,1339,-5%
435,53,-10,2014/4/5,380,79,Small Market,West,17,Beans,Coffee,H,40,132,UT,60,80,50,140,44,Regular,5901,1328,1335,30%
541,59,-1,2014/4/6,411,88,Small Market,West,19,Beans,Espresso,I,49,147,OR,50,80,50,130,46,Regular,5893,1312,1328,33%
262,53,21,2014/4/7,321,97,Small Market,Central,16,Leaves,Herbal Tea,K,71,150,WI,50,80,50,130,40,Decaf,5882,1304,1312,47%
860,54,16,2014/4/8,885,87,Small Market,East,15,Leaves,Tea,C,76,141,CT,50,80,60,130,27,Regular,5880,1296,1304,54%
419,46,-31,2014/4/9,422,64,Major Market,Central,17,Beans,Espresso,E,9,110,OH,50,80,40,130,51,Decaf,5945,1304,1296,8%
708,67,30,2014/4/10,677,112,Major Market,Central,22,Leaves,Tea,M,70,179,IL,50,80,40,130,54,Regular,6071,1296,1304,39%
585,54,17,2014/4/11,601,88,Major Market,East,15,Leaves,Tea,D,77,142,NY,50,80,60,130,27,Regular,6158,1302,1296,54%
510,67,20,2014/4/12,677,112,Major Market,West,22,Leaves,Tea,D,70,179,CA,40,80,50,120,54,Regular,6236,1279,1302,39%
541,41,-13,2014/4/13,435,67,Small Market,West,13,Beans,Coffee,F,37,108,OR,40,80,50,120,35,Decaf,6197,1285,1279,34%
920,65,3,2014/4/14,403,90,Small Market,Central,24,Beans,Coffee,G,33,155,WI,60,80,30,140,58,Regular,6191,1275,1285,21%
541,47,-30,2014/4/15,521,72,Small Market,West,42,Beans,Coffee,G,-10,119,OR,50,80,20,130,72,Regular,6271,1274,1275,-8%
435,49,-19,2014/4/16,392,72,Small Market,West,16,Beans,Coffee,H,31,121,UT,50,80,50,130,44,Regular,6317,1280,1274,26%
509,65,4,2014/4/17,403,90,Small Market,West,24,Beans,Espresso,I,34,155,WA,60,80,30,140,57,Regular,6322,1273,1280,22%
318,68,9,2014/4/18,619,95,Small Market,South,25,Leaves,Herbal Tea,A,39,163,LA,60,80,30,140,59,Decaf,6445,1253,1273,24%
214,39,-54,2014/4/19,541,51,Major Market,South,12,Beans,Coffee,F,26,90,TX,40,90,80,130,25,Decaf,6479,1269,1253,29%
936,239,-155,2014/4/20,1246,281,Major Market,South,74,Beans,Coffee,H,185,520,TX,350,420,340,770,96,Regular,6787,1168,1269,36%
210,123,33,2014/4/21,915,179,Major Market,South,34,Beans,Espresso,I,133,302,TX,70,120,100,190,46,Regular,6699,1190,1168,44%
225,48,-35,2014/4/22,851,70,Small Market,South,13,Beans,Coffee,F,45,118,LA,70,90,80,160,25,Decaf,6751,1217,1190,38%
225,48,-33,2014/4/23,829,71,Small Market,South,13,Beans,Coffee,H,47,119,LA,70,90,80,160,24,Regular,6686,1268,1217,39%
505,45,-57,2014/4/24,447,69,Small Market,South,14,Beans,Coffee,H,23,114,NM,50,110,80,160,46,Regular,6738,1382,1268,20%
918,90,-66,2014/4/25,572,115,Small Market,South,29,Beans,Coffee,H,74,205,OK,130,160,140,290,41,Regular,6812,1417,1382,36%
505,25,-22,2014/4/26,-466,31,Small Market,South,9,Beans,Espresso,J,-12,56,NM,10,20,10,30,43,Regular,6759,1509,1417,-21%
225,103,-23,2014/4/27,564,133,Small Market,South,33,Leaves,Herbal Tea,K,87,236,LA,80,130,110,210,46,Decaf,6964,1521,1509,37%
504,79,-26,2014/4/28,593,98,Small Market,South,30,Leaves,Herbal Tea,A,34,177,LA,60,90,60,150,64,Decaf,7045,1505,1521,19%
405,96,-23,2014/4/29,683,134,Small Market,South,87,Leaves,Herbal Tea,A,17,230,OK,80,120,40,200,117,Decaf,7140,1579,1505,7%
956,225,-56,2014/4/30,1272,265,Major Market,South,69,Beans,Coffee,H,174,490,TX,260,320,230,580,91,Regular,7494,1464,1579,36%
817,75,19,2014/5/1,-1050,114,Major Market,South,24,Beans,Espresso,J,59,189,TX,50,90,40,140,55,Regular,7509,1434,1464,31%
